,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0,0.0597809849598081,0.0642412677031359,0.032026913372582004,0.0150714886459209,0.0901934398654331,0.0751219512195122,12.8634618371626,274.402905502067,0.893369416700807,0.49191776639781104,0.0,0.0597809849598081,0.08427910644032101,0.0157016683022571,0.27586206896551696,0.0078125,0.0078125,0.0078125,0.0,0.0,male
1,0.066008740387572,0.0673100287952527,0.040228734810579,0.0194138670478914,0.0926661901358113,0.0732523230879199,22.423285362820398,634.613854542068,0.892193242265734,0.5137238425370729,0.0,0.066008740387572,0.107936553670454,0.0158259149357072,0.25,0.00901442307692308,0.0078125,0.0546875,0.046875,0.0526315789473684,male
2,0.0773155026958227,0.0838294209445061,0.0367184586699814,0.00870105655686762,0.131908017402113,0.123206960845246,30.757154580058398,1024.927704721,0.8463890918787819,0.478904979116727,0.0,0.0773155026958227,0.0987062615673936,0.0156555772994129,0.271186440677966,0.00799005681818182,0.0078125,0.015625,0.0078125,0.0465116279069767,male
3,0.151228091724635,0.0721105872627985,0.158011187072716,0.0965817277812306,0.20795525170913604,0.11137352392790599,1.23283127554372,4.1772962102531705,0.963322461535984,0.7272317988619509,0.0838781852082039,0.151228091724635,0.0889648485504597,0.017797552836485,0.25,0.201497395833333,0.0078125,0.5625,0.5546875,0.247119078104994,male
4,0.135120387296677,0.0791461004935869,0.124656228727025,0.0787202178352621,0.20604492852280498,0.12732471068754303,1.10117366551545,4.3337131547091,0.971955076212905,0.7835680575538709,0.10426140231450001,0.135120387296677,0.106397844620363,0.0169312169312169,0.266666666666667,0.7128125,0.0078125,5.484375,5.4765625,0.208273894436519,male
5,0.13278640730618801,0.0795568659729794,0.11908984830805099,0.0679579929988331,0.209591598599767,0.14163360560093302,1.93256243208397,8.30889503672364,0.96318134631677,0.7383070044856401,0.112555425904317,0.13278640730618801,0.110131920122721,0.0171122994652406,0.253968253968254,0.298221982758621,0.0078125,2.7265625,2.71875,0.12515964240102198,male
6,0.150762330177465,0.0744632052034133,0.16010638297872304,0.0928989361702128,0.205718085106383,0.11281914893617001,1.5306432313713798,5.98749765804991,0.967573069931702,0.7626376702765658,0.0861968085106383,0.150762330177465,0.10594451525412099,0.0262295081967213,0.266666666666667,0.47961956521739096,0.0078125,5.3125,5.3046875,0.123991864787152,male
7,0.160514332166817,0.0767668848761485,0.144336775218427,0.11053216838760901,0.23196187450357397,0.121429706115965,1.39715636508704,4.766610695032121,0.959254569785851,0.7198579070465619,0.128324066719619,0.160514332166817,0.093052430337196,0.0177580466148724,0.14414414414414403,0.30133928571428603,0.0078125,0.5390625,0.53125,0.28393665158371,male
8,0.142239416807037,0.0780184624458836,0.13858744394618802,0.0882062780269058,0.20858744394618803,0.12038116591928301,1.09974615121553,4.070283705865569,0.97072293218034,0.7709920544900759,0.21910313901345302,0.142239416807037,0.0967289462068476,0.0179573512906846,0.25,0.336476293103448,0.0078125,2.1640625,2.15625,0.14827201783723498,male
9,0.13432877730982498,0.0803500276143771,0.12145134689389801,0.0755799890049478,0.201957119296317,0.126377130291369,1.1903684443383602,4.78730983303407,0.975246142524797,0.8045052530380309,0.011698735568994,0.13432877730982498,0.10588092630466499,0.0193003618817853,0.262295081967213,0.34036458333333297,0.015625,4.6953125,4.6796875,0.0899199815784929,male
10,0.15702051105679501,0.0719429306811688,0.16816015252621497,0.10142993326978099,0.2167397521449,0.115309818875119,0.97944227542161,3.97422262552131,0.9652491392874101,0.733692877928757,0.0963584366062917,0.15702051105679501,0.0888939829948002,0.0220689655172414,0.11764705882352902,0.460227272727273,0.0078125,2.8125,2.8046875,0.2,male
11,0.138550521389033,0.0770539929982884,0.127526595744681,0.08731382978723401,0.20273936170212803,0.115425531914894,1.62676986679461,6.29136507870849,0.966003775055692,0.752042012692436,0.0121010638297872,0.138550521389033,0.10419931868667301,0.0191387559808612,0.262295081967213,0.24609375,0.0078125,2.71875,2.7109375,0.132351371544455,male
12,0.137342741880723,0.0808767069335911,0.12426250812215699,0.0831448992852502,0.209226770630279,0.12608187134502902,1.37872820350982,5.008951625004331,0.96351352778845,0.7361499550674448,0.10843404808317099,0.137342741880723,0.0926440193108201,0.0167890870933893,0.21333333333333301,0.48167067307692296,0.015625,5.015625,5.0,0.0885,male
13,0.181225459373767,0.0600420545194889,0.190953206239168,0.12883882149046802,0.22953206239168103,0.10069324090121301,1.36943045758527,5.47559978801453,0.937445760468646,0.537079994941026,0.21982668977469697,0.181225459373767,0.131503722276956,0.025,0.27586206896551696,1.27711397058824,0.0078125,2.8046875,2.796875,0.416550279329609,male
14,0.18311528068735197,0.0669823503730641,0.19123252858958104,0.129148665819568,0.24015247776365897,0.11100381194409101,3.56810402353109,35.3847484526494,0.940332622910243,0.5713942015187199,0.049987293519695,0.18311528068735197,0.102798695064569,0.0208333333333333,0.27586206896551696,1.2457386363636398,0.203125,6.7421875,6.5390625,0.139331767807852,male
15,0.17427210518183303,0.0694110453235828,0.190874106652007,0.115601979109401,0.228279274326553,0.112677295217152,4.48503835015822,61.7649083141473,0.950972024663856,0.635199178449614,0.0500274876305662,0.17427210518183303,0.10204599145109199,0.0183276059564719,0.246153846153846,1.62129934210526,0.0078125,7.0,6.9921875,0.209310986964618,male
16,0.190846297652897,0.0657902823878029,0.20795098706603102,0.13228046289993198,0.244356705241661,0.11207624234172901,1.56230368302863,7.83434988641618,0.9385460134401159,0.5388095841184071,0.0501293396868618,0.190846297652897,0.11332280147918199,0.0175438596491228,0.27586206896551696,1.4341145833333302,0.0078125,6.3203125,6.3125,0.25477978832366,male
17,0.171246971349986,0.074871569699177,0.152806652806653,0.122390852390852,0.243617463617464,0.12122661122661099,3.20716982695899,25.765564944839,0.936953536867586,0.5864195141728289,0.059958419958419995,0.171246971349986,0.0797183122032528,0.0156709108716944,0.262295081967213,0.106279481132075,0.0078125,0.5703125,0.5625,0.138354700854701,male
18,0.16834594616834903,0.07412081706523099,0.145618471687741,0.11575590984057199,0.239824079164376,0.124068169323804,2.70433472872787,18.4847025968934,0.934523379604557,0.55974231826604,0.0600329851566795,0.16834594616834903,0.0834840221276007,0.0157170923379175,0.23188405797101397,0.1465625,0.0078125,3.125,3.1171875,0.0595365965935246,male
19,0.17363137605385798,0.073351512008514,0.153568557391693,0.12368021438142,0.244234033050469,0.12055381866904902,2.8049748848038596,20.8575431560588,0.930916892819773,0.518268556530761,0.0600267976775346,0.17363137605385798,0.0901295386406535,0.0157016683022571,0.21052631578947398,0.19304435483871,0.0078125,2.8203125,2.8125,0.0681238615664845,male
20,0.17275428720284697,0.0769025830140396,0.177736289381564,0.120070011668611,0.24536756126020998,0.125297549591599,2.96776509333623,20.0781146980326,0.9255393269798121,0.523081122573219,0.059953325554259,0.17275428720284697,0.0935735125050573,0.0157635467980296,0.2,0.235877403846154,0.0078125,0.71875,0.7109375,0.23506927854753898,male
21,0.181015393833521,0.0743693038331353,0.16929881337648298,0.12867313915857598,0.254174757281553,0.12550161812297697,2.58732453355436,12.281431922662199,0.9152841196266159,0.47531747081580294,0.0599568500539374,0.181015393833521,0.0986434101933255,0.0161453077699294,0.27586206896551696,0.20984375,0.0078125,3.6953125,3.6875,0.0599399717514124,male
22,0.163535853470868,0.072448898313093,0.145542521994135,0.113929618768328,0.22744868035190602,0.11351906158357801,3.5876499900436603,28.6537805052841,0.927014678290766,0.542422403541936,0.059941348973607,0.163535853470868,0.0625416438604246,0.0156862745098039,0.19753086419753102,0.0596217105263158,0.0078125,0.4453125,0.4375,0.0916988416988417,male
23,0.170212797508261,0.0751049460722898,0.1460529986053,0.123988842398884,0.250125523012552,0.12613668061366803,2.81679291835158,13.764582200940401,0.9138322536086241,0.487965715691965,0.0599442119944212,0.170212797508261,0.0776984149257884,0.0157016683022571,0.19277108433734902,0.1015625,0.0078125,0.5625,0.5546875,0.16179126038281,male
24,0.16042247651811903,0.0766147644560479,0.144823805794832,0.12092404072043901,0.237243539545811,0.11631949882537199,6.25320825198848,85.49192569141621,0.933029647028206,0.567423613537129,0.0600783085356304,0.16042247651811903,0.0989441461784293,0.0160965794768612,0.27586206896551696,0.20675616197183103,0.0078125,3.953125,3.9453125,0.0738896746817539,male
25,0.164699838046527,0.07536177235918,0.147018469656992,0.11869832893579599,0.240474934036939,0.121776605101143,4.2086084051705495,43.681885425165206,0.940668790234324,0.604020485106291,0.0599648197009675,0.164699838046527,0.0829626113523638,0.0156402737047898,0.253968253968254,0.14335317460317498,0.0078125,1.0625,1.0546875,0.125925925925926,male
26,0.169578801414252,0.0756345139572698,0.18646757679180898,0.116706484641638,0.238549488054608,0.121843003412969,4.26992267782145,45.895247817628004,0.9294980422159491,0.5437085440755289,0.0599658703071672,0.169578801414252,0.0824513207182936,0.0162107396149949,0.271186440677966,0.1484375,0.0078125,3.609375,3.6015625,0.0508405639913232,male
27,0.169021003926254,0.0717781520946695,0.14316848281642902,0.12580050293377998,0.24831517183570803,0.12251466890192801,3.0792733951743196,14.3402988428128,0.9022752560567349,0.477745723075478,0.128147527242246,0.169021003926254,0.130598327687847,0.0158415841584158,0.22535211267605604,0.3353125,0.0078125,0.7109375,0.703125,0.397354497354497,male
28,0.167340238692684,0.0728412302318368,0.14173913043478303,0.12217391304347802,0.24,0.11782608695652198,2.19212624568844,8.1524097848739,0.913763493306731,0.539479089755153,0.134782608695652,0.167340238692684,0.120052183696988,0.016243654822335,0.262295081967213,0.298677884615385,0.0078125,0.6796875,0.671875,0.38477801268498907,male
29,0.18052782144641397,0.0708669980737599,0.142385321100917,0.12954128440367,0.25247706422018396,0.12293577981651402,2.7999689442096605,12.1903605225796,0.8531148936953449,0.313426449697903,0.133577981651376,0.18052782144641397,0.126607440767276,0.0170394036208733,0.17777777777777803,0.23486328125,0.0078125,0.5078125,0.5,0.32924107142857106,male
30,0.153039047583376,0.0740311299735897,0.158064516129032,0.0927311827956989,0.214365591397849,0.121634408602151,0.885701647564837,3.52398185555844,0.973217841619629,0.8075517084023209,0.21677419354838698,0.153039047583376,0.067407498731641,0.016260162601626,0.20512820512820498,0.2615625,0.0078125,1.0234375,1.015625,0.191346153846154,male
31,0.166659498779566,0.075961167558551,0.142781456953642,0.12207505518763799,0.24507726269315697,0.123002207505519,3.28184796412453,16.6194816902798,0.9157848693192309,0.5604066952881229,0.12701986754966899,0.166659498779566,0.12771989124198901,0.0172786177105832,0.27586206896551696,0.274502840909091,0.0078125,0.6328125,0.625,0.3325,male
32,0.175659428789724,0.0716515330560574,0.144191616766467,0.131057884231537,0.256526946107784,0.125469061876248,3.7364872838807006,21.666668732230395,0.8767489552455899,0.403909559814853,0.134411177644711,0.175659428789724,0.132726095827914,0.0165631469979296,0.22857142857142898,0.2578125,0.0078125,0.6484375,0.640625,0.20343680709534398,male
33,0.174825733261765,0.0715328311457178,0.146470588235294,0.123529411764706,0.247058823529412,0.123529411764706,2.5767320416768302,10.1101248635807,0.8753915189456691,0.4367062099916429,0.12,0.174825733261765,0.12468480164724101,0.0167539267015707,0.25,0.799005681818182,0.0078125,4.171875,4.1640625,0.205816135084428,male
34,0.174064613695703,0.073121843993196,0.14018348623853197,0.127706422018349,0.25284403669724803,0.125137614678899,3.2630397551463504,16.4240546533024,0.875611110757132,0.41483888437525607,0.133211009174312,0.174064613695703,0.124533185752238,0.0163432073544433,0.23188405797101397,0.24494485294117604,0.0078125,0.6328125,0.625,0.4225,male
35,0.15953049124150398,0.0752731037758217,0.146853146853147,0.121398601398601,0.239370629370629,0.117972027972028,1.9935005163590902,6.87035117730035,0.9211323529782941,0.58253102166607,0.133636363636364,0.15953049124150398,0.120254421255631,0.0184119677790564,0.168421052631579,0.37286931818181795,0.0078125,2.609375,2.6015625,0.216816816816817,male
36,0.16764836137883402,0.067219927332567,0.15723951285520998,0.136021650879567,0.209526387009472,0.0735047361299053,1.93606512957553,6.33462579919017,0.903982304886457,0.48288605004273993,0.134506089309878,0.16764836137883402,0.14274825093861,0.0166147455867082,0.262295081967213,0.239583333333333,0.0078125,0.6015625,0.59375,0.34758771929824606,male
37,0.17243638587982402,0.0715045425033091,0.145620437956204,0.132846715328467,0.252408759124088,0.11956204379562,4.50444054120607,31.078417021251898,0.8782068813805859,0.47004435004089296,0.135912408759124,0.17243638587982402,0.13890387145497501,0.12121212121212101,0.17204301075268802,0.2609375,0.1328125,0.5546875,0.421875,0.23251028806584398,male
38,0.162981115748587,0.0659523320391401,0.142770663562282,0.134295692665891,0.206984866123399,0.0726891734575087,4.34483833752222,26.589605477114603,0.8698356959859531,0.429785658616844,0.13755529685681,0.162981115748587,0.131376326043577,0.0167714884696017,0.18181818181818202,0.187890625,0.0078125,0.6875,0.6796875,0.255427841634738,male
